risk,proposed_action,path,prefix,kind,priority,live_bytes,snapshot_blob_size,byte_relation,tracked_relation,snapshot_blob,live_blob,sensitive_path_redacted
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,benchmarks/stress_lab/v4_manifest.json,benchmarks,data_or_benchmark,P2_untracked_intake_review,1761,1761,live_differs_from_snapshot_untracked,not_tracked_current_index,4f13eb979397fc1431d21fbb8052d75ee6c23662,9c7c078e8e172f1fbcf9b20532c877628b4e4ad7,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,benchmarks/stress_lab/v5_frontier_manifest.json,benchmarks,data_or_benchmark,P2_untracked_intake_review,1446,1446,live_differs_from_snapshot_untracked,not_tracked_current_index,ae689720b0abc5be93005966984c3d955290fc44,8c67f3e4bb54752355239cf77da36b3e9ecd38a8,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,benchmarks/stress_lab/v6_tamas_manifest.json,benchmarks,data_or_benchmark,P2_untracked_intake_review,980,980,live_differs_from_snapshot_untracked,not_tracked_current_index,7b0130a3cf7645c09175a110b0f1cea623f8b6c7,0165d14b0f967c4f0672a28903c851b695c4e1d2,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,benchmarks/stress_lab/v6_tool_manifest.json,benchmarks,data_or_benchmark,P2_untracked_intake_review,768,768,live_differs_from_snapshot_untracked,not_tracked_current_index,bce86482e9acc10f02c18b7abb8e81ea1d5598ab,d2d6ee2b03bd7550c0734d7729572bdea97c941a,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/digitalocean/knowledge_bases/governance/AGENTS.md,benchmarks,docs_or_research,P2_untracked_intake_review,3884,3884,live_differs_from_snapshot_untracked,not_tracked_current_index,c6613d26457deadad68a60cea061644ff105f714,23cf65014b3ec3c4813c079530756d8965b85d27,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/digitalocean/knowledge_bases/governance/AGENT_README.md,benchmarks,docs_or_research,P2_untracked_intake_review,1760,1760,live_differs_from_snapshot_untracked,not_tracked_current_index,dabe29738ba90c8d4667a3c4589f202b9a5e5a2b,1761927f44e7b2a14a38a778eac9db50dae9e842,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/digitalocean/knowledge_bases/governance/CONTRIBUTING.md,benchmarks,docs_or_research,P2_untracked_intake_review,4632,4632,live_differs_from_snapshot_untracked,not_tracked_current_index,b19e3908a7dcce1efe0450ab154beed63de8d402,55b6c5960727fb3c467f2de09cb94c8a828142be,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/digitalocean/knowledge_bases/governance/CORRECTIONS_SUMMARY_V6.3.md,benchmarks,docs_or_research,P2_untracked_intake_review,6583,6583,live_differs_from_snapshot_untracked,not_tracked_current_index,7590ddb399c1f978c8a0b7a87db57aaf44f1fce0,0e587765032c7c5f6a95ca02c2e9dbc82d8781ce,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/digitalocean/knowledge_bases/governance/GOVERNANCE_RULES_2026-04-27.md,benchmarks,docs_or_research,P2_untracked_intake_review,5758,5758,live_differs_from_snapshot_untracked,not_tracked_current_index,7422addc6648c6ee760aab72b17c731b2b73736b,e1f23675d7dcf6fae5252b297999845fd918d267,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/digitalocean/knowledge_bases/governance/NEXUS_PRIORITY_SYSTEM_V4.md,benchmarks,docs_or_research,P2_untracked_intake_review,12997,12997,live_differs_from_snapshot_untracked,not_tracked_current_index,273239d31872fef9c19876c183fe0009ae2aa1b2,1aee07e6cb9222f9c4268381a4b6baaffea4adb7,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/digitalocean/knowledge_bases/governance/PORTS.md,benchmarks,docs_or_research,P2_untracked_intake_review,1615,1615,live_differs_from_snapshot_untracked,not_tracked_current_index,f94c7a2506fb76fa332e46662e46efb10ce6ee45,9141a886bc670aa2b3598ca37b895b2b390d23fa,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/digitalocean/knowledge_bases/governance/governance_compliance_procedures.md,benchmarks,docs_or_research,P2_untracked_intake_review,2269,2269,live_differs_from_snapshot_untracked,not_tracked_current_index,462b32a668cdf73014429daebd993a5a60ec3e89,0c4efe564e5cc8b7bfc85188c8a24f96c88b45ca,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/digitalocean/knowledge_bases/governance/governance_policies.md,benchmarks,docs_or_research,P2_untracked_intake_review,3442,3442,live_differs_from_snapshot_untracked,not_tracked_current_index,1531cf75fc2f5552ec6eff37cd7c0c79fe913c17,58315b841f6b459a02b502efae1b6bd37471fd7d,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/digitalocean/knowledge_bases/governance/isc_safety_templates_reference.md,benchmarks,docs_or_research,P2_untracked_intake_review,54316,54316,live_differs_from_snapshot_untracked,not_tracked_current_index,5a29f5f430bd3d89b3d2fdef6490dfaec2f5aead,adbd0fb23797decf1a9cf52f10928b2593714e57,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/digitalocean/knowledge_bases/governance/nist_ai_rmf_mappings.md,benchmarks,docs_or_research,P2_untracked_intake_review,4748,4748,live_differs_from_snapshot_untracked,not_tracked_current_index,314825a8b1ced661ae7006b5b9b090a9257e84aa,d745ee585cb6bdc372037839adfeb0322a147b6e,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/digitalocean/knowledge_bases/governance/triage_gitleaks.md,benchmarks,docs_or_research,P2_untracked_intake_review,1477,1477,live_differs_from_snapshot_untracked,not_tracked_current_index,8ee342e0f20a83497aec950ab82e0c2095ad1215,e669df8d34f9d7d5d34567a5209781f95cfaffe0,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/digitalocean/knowledge_bases/operations/01_PROJECT_STATE.md,benchmarks,docs_or_research,P2_untracked_intake_review,7914,7914,live_differs_from_snapshot_untracked,not_tracked_current_index,01f566b0e47361237a7b33c4c7f168d278acd7a9,ebf71695a690f0cf5a5d6039b5f1b7085117bbd2,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/digitalocean/knowledge_bases/operations/02_ARCHITECTURE.md,benchmarks,docs_or_research,P2_untracked_intake_review,1178,1178,live_differs_from_snapshot_untracked,not_tracked_current_index,1d826c6d7e027ac83d925ecb78e22e2e5934dc25,aafbeb308e3654ac69a7ec01ca139fffcdae2a0f,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/digitalocean/knowledge_bases/operations/ONBOARDING.md,benchmarks,docs_or_research,P2_untracked_intake_review,3042,3042,live_differs_from_snapshot_untracked,not_tracked_current_index,4709c5615131aad3fb5d507e672ea2a4eedd8eb2,4aabe225141a3e5afb03834397945ecc82f56388,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/digitalocean/knowledge_bases/operations/PHASE0_IMPLEMENTATION_PACKAGE.md,benchmarks,docs_or_research,P2_untracked_intake_review,5781,5781,live_differs_from_snapshot_untracked,not_tracked_current_index,adb6a4ee74653a61b3edb52b0fb49ff1bb6346bb,45c929b63d872920922504d573546787eb1b2957,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/digitalocean/knowledge_bases/operations/PORTS.md,benchmarks,docs_or_research,P2_untracked_intake_review,1615,1615,live_differs_from_snapshot_untracked,not_tracked_current_index,861db0a92e08abe65833ce5d61999f4ce0fa8f70,cafc19d7dd2c913c3d27ab71f175f66f6ca6d68e,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/digitalocean/knowledge_bases/operations/README.md,benchmarks,docs_or_research,P2_untracked_intake_review,7366,7366,live_differs_from_snapshot_untracked,not_tracked_current_index,09fc8b5b329a7d6c99ff1c59f338863f71f8a846,f92e2b74f0b170e5fe56a22395476f098d200329,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/digitalocean/knowledge_bases/operations/SKILL.md,benchmarks,docs_or_research,P2_untracked_intake_review,1716,1716,live_differs_from_snapshot_untracked,not_tracked_current_index,d82bffede755e1989f9eecec88ddc78820975b11,31823e9e41bb678a7726d1a79082403667e299f9,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/digitalocean/knowledge_bases/operations/agent_configurations.md,benchmarks,docs_or_research,P2_untracked_intake_review,1434,1434,live_differs_from_snapshot_untracked,not_tracked_current_index,cb54e44d2807d1417c7888e665a748a0b5501608,1fdea41c44730e78785efc113bd14ff3f412d13f,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/digitalocean/knowledge_bases/operations/model_routing_table.md,benchmarks,docs_or_research,P2_untracked_intake_review,1655,1655,live_differs_from_snapshot_untracked,not_tracked_current_index,39f88b6a4aeeea180436aa3d96b21c53cb73e4c5,0fe100f7f62063d70b823762ddc4cc94c32bb34c,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/digitalocean/knowledge_bases/operations/port_assignments.md,benchmarks,docs_or_research,P2_untracked_intake_review,1661,1661,live_differs_from_snapshot_untracked,not_tracked_current_index,ccefb948c3380534914dd5ee22296b4d902c38a3,7165ef574c3cae1374db917d7d65e51b9a00307a,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/digitalocean/knowledge_bases/research/BENCHMARK_PLAN.md,benchmarks,docs_or_research,P2_untracked_intake_review,4269,4269,live_differs_from_snapshot_untracked,not_tracked_current_index,57623b03bc587a299ac87a5d62b58be7c0772c5c,06d1151391ff034bb6d8d21958650d9418281400,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/digitalocean/knowledge_bases/research/DATASET_RESEARCH_DIVE_2026-04-23.md,benchmarks,docs_or_research,P2_untracked_intake_review,21172,21172,live_differs_from_snapshot_untracked,not_tracked_current_index,612f5fbb48dac171a5a20f2d2352cebcb0d5f192,d823ed356430f6932e99e15b098a2150acb619d7,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/digitalocean/knowledge_bases/research/EXTENSIVE_STATUS_COVERAGE_REPORT_2026-04-24.md,benchmarks,docs_or_research,P2_untracked_intake_review,11554,11554,live_differs_from_snapshot_untracked,not_tracked_current_index,d8b86cd582cb01e1a1176d2eca093e54fe7c0ed2,a633e966eafe5ae592e406b43ea142a79a7727bc,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/digitalocean/knowledge_bases/research/FOUNDRY_HERMES_OPENSHELL_COMBINED_PLAN.md,benchmarks,docs_or_research,P2_untracked_intake_review,16415,16415,live_differs_from_snapshot_untracked,not_tracked_current_index,b47f2b31bc101c5fa7f4ce125480588ab36cd5f0,7764ea201e886ed3e7898f0bf08b58f0d6e3a875,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/digitalocean/knowledge_bases/research/HERMES_V2026_4_23_NEXUS_ADAPTATION.md,benchmarks,docs_or_research,P2_untracked_intake_review,13228,13228,live_differs_from_snapshot_untracked,not_tracked_current_index,6c523ed5270a0bb902a86cbab820b3c07c89b0fe,7e2197373ea6a45cf8d10cd4b467794d897d6f65,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/digitalocean/knowledge_bases/research/IMPLEMENTATION_REPORT.md,benchmarks,docs_or_research,P2_untracked_intake_review,14626,14626,live_differs_from_snapshot_untracked,not_tracked_current_index,fdcde9ba9c876edeab44899ad8b8af26c9eff9a8,8e16debeb7e777a5c36128be28823b98ba3a76ab,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/digitalocean/knowledge_bases/research/NEXUS_MODEL_ROUTING_REDESIGN_2026-04-25.md,benchmarks,docs_or_research,P2_untracked_intake_review,15421,15421,live_differs_from_snapshot_untracked,not_tracked_current_index,5f4344a15b93b4dd2a14beafa6f8aa5ada03ec10,7cca7b63634ae20000d4d8923da300b9dbbeb373,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/digitalocean/knowledge_bases/research/PROJECT_ANALYSIS.md,benchmarks,docs_or_research,P2_untracked_intake_review,12506,12506,live_differs_from_snapshot_untracked,not_tracked_current_index,3c6f8df08f3cc1ec1ebcc12fe8b820f9a1cd5955,1c65b7c3dd88f2b0a209b8fe02cbd21649128856,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/digitalocean/knowledge_bases/research/TECHNICAL_GUIDE.md,benchmarks,docs_or_research,P2_untracked_intake_review,10917,10917,live_differs_from_snapshot_untracked,not_tracked_current_index,d9b7c3c33f35ab78f652dc252ef514aef21f5a6c,31d48898da875fce15f0994d73f1d5f35f2d102e,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/digitalocean/knowledge_bases/research/TRUST_MEMORY_IMPLEMENTATION_BASELINE.md,benchmarks,docs_or_research,P2_untracked_intake_review,5897,5897,live_differs_from_snapshot_untracked,not_tracked_current_index,5099fe2f636703c3b2c0f6bc12f2c2ba2e29ad2b,ad4298fd16e3cfe3a0b67857292b881b16408b8d,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/digitalocean/knowledge_bases/research/benchmark_comparisons.md,benchmarks,docs_or_research,P2_untracked_intake_review,715,715,live_differs_from_snapshot_untracked,not_tracked_current_index,95712d45554a221dfa797a3ece0bd5bcd56fabd7,ada4066a027a9f56c7715b6ae0f8ab67181dede1,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/digitalocean/knowledge_bases/research/eggroll_training_guide.md,benchmarks,docs_or_research,P2_untracked_intake_review,1481,1481,live_differs_from_snapshot_untracked,not_tracked_current_index,01f495a07066d0b9d11680d35ddb8327c28c4815,902189a1a9f15672b12da53403631006fd0c7245,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/digitalocean/knowledge_bases/research/foundry_agent_inventory.md,benchmarks,docs_or_research,P2_untracked_intake_review,7399,7399,live_differs_from_snapshot_untracked,not_tracked_current_index,07c5bcbf675ba86ba3673cfdbe4d02e06076f673,e59d92a972fdbe255c18079f347501f42a0bdff9,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/digitalocean/knowledge_bases/research/nexus_agentic_gateway_v31_deep_dive_2026-04-18.md,benchmarks,docs_or_research,P2_untracked_intake_review,28152,28152,live_differs_from_snapshot_untracked,not_tracked_current_index,aabfc0d36b45072ab003b1722de37be077f60120,79140098920f7b3ed10d779b2941d5ac5e7a0873,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/mixed content/PHASE6_FINAL_HANDOFF.md,benchmarks,docs_or_research,P2_untracked_intake_review,6298,6298,live_differs_from_snapshot_untracked,not_tracked_current_index,cf3282921f9b725f71e4120c6c91b13ab8f5ca46,ac659503c48206d90185fea0db2975a4856cde7a,False
P2_knowledge_data,research_intake_archive_or_canonicalize,benchmarks/mixed content/agentHARNESS.txt,benchmarks,docs_or_research,P2_untracked_intake_review,11086,11086,live_differs_from_snapshot_untracked,not_tracked_current_index,51a8d385375dd13675e134fde2de4394b33c487c,30dfb755212b4c631b7d2133aba85eb274ed46f0,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/.classify_test.json,datasets,data_or_benchmark,P2_untracked_intake_review,44,44,live_differs_from_snapshot_untracked,not_tracked_current_index,c5d8fd4e9e30a8d30a8c4f060adce170af90b5cf,8c59bfc2cbbfbc51cba4e709a0aaa8986d00f83b,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/.classify_test2.json,datasets,data_or_benchmark,P2_untracked_intake_review,135,135,live_differs_from_snapshot_untracked,not_tracked_current_index,aae33e2364b30615216104457ea1f46a91804c07,7d7aad8670e792dd868b045a9b2479fb40d873c3,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/.classify_test3.json,datasets,data_or_benchmark,P2_untracked_intake_review,181,181,live_differs_from_snapshot_untracked,not_tracked_current_index,d027b450994935638ba4acc81ad19b920d66ea0d,e4d7ed49634b23cf34760b82e53f300020919e42,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/.csv_test1.json,datasets,data_or_benchmark,P2_untracked_intake_review,92,92,live_differs_from_snapshot_untracked,not_tracked_current_index,ebbdd2b1ffe13a30defa1d72cf9a913de9dda3c1,e62c5d90171852c8122d4976c47333b14ac97cee,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/.csv_test2.json,datasets,data_or_benchmark,P2_untracked_intake_review,60,60,live_differs_from_snapshot_untracked,not_tracked_current_index,31de419a71ab605488ebb0bb62e0b781b7143f93,16c7fd79574e77e8509b89ac77f172af8f12ddd2,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/.csv_test3.json,datasets,data_or_benchmark,P2_untracked_intake_review,44,44,live_differs_from_snapshot_untracked,not_tracked_current_index,c5d8fd4e9e30a8d30a8c4f060adce170af90b5cf,8c59bfc2cbbfbc51cba4e709a0aaa8986d00f83b,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/.t1.json,datasets,data_or_benchmark,P2_untracked_intake_review,44,44,live_differs_from_snapshot_untracked,not_tracked_current_index,c5d8fd4e9e30a8d30a8c4f060adce170af90b5cf,8c59bfc2cbbfbc51cba4e709a0aaa8986d00f83b,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/.t2.json,datasets,data_or_benchmark,P2_untracked_intake_review,100,100,live_differs_from_snapshot_untracked,not_tracked_current_index,17f86e5046d5976417c9fce9065706fdc9de816b,316723c378af2d4958c6b5b502dda7d5a65bbbc5,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/.t2_v2.json,datasets,data_or_benchmark,P2_untracked_intake_review,95,95,live_differs_from_snapshot_untracked,not_tracked_current_index,23a5cbcc9bf2a2c7f989fad33152f26b9d35a30f,63faca3f24ca82a7937d2809c121b83d79696355,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/.t3.json,datasets,data_or_benchmark,P2_untracked_intake_review,87,87,live_differs_from_snapshot_untracked,not_tracked_current_index,ce884ee3d6091dc43fad2446c6cfd5d4edd9dfbd,999b3ee6cfe941b94171da4538f96b3d0f1b1cf3,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/.t_csv.json,datasets,data_or_benchmark,P2_untracked_intake_review,74,74,live_differs_from_snapshot_untracked,not_tracked_current_index,7777c22f0953e007c79537245627ef203ebf9bac,42f2831de9e1acb6335928bd44bec68dc68f01ae,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/.t_jb.json,datasets,data_or_benchmark,P2_untracked_intake_review,67,67,live_differs_from_snapshot_untracked,not_tracked_current_index,5537292f36e45a1c38ac1d357343215ed7acaa1b,732f499b6dff3bb4d9c1e5463a1766d6c94b0798,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/.t_v7.json,datasets,data_or_benchmark,P2_untracked_intake_review,87,87,live_differs_from_snapshot_untracked,not_tracked_current_index,ce884ee3d6091dc43fad2446c6cfd5d4edd9dfbd,999b3ee6cfe941b94171da4538f96b3d0f1b1cf3,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/abliterated_benchmark.json,datasets,data_or_benchmark,P2_untracked_intake_review,190,190,live_differs_from_snapshot_untracked,not_tracked_current_index,fbee844625553e1bea7e5d2c6c5c2e9416a1a7e9,e563533e3e886bc165dc7abd71b8e0cec56c31ef,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/adversarial/novel_styles_500.jsonl,datasets,data_or_benchmark,P2_untracked_intake_review,14189,14189,live_differs_from_snapshot_untracked,not_tracked_current_index,380ec3b849afec45d5459a691f88dd609615dfa2,74b0bcf2c1bc23d9e1a96e4ede6af07b5d7ba4da,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/bench_mutated_v5_results.json,datasets,data_or_benchmark,P2_untracked_intake_review,2781,2781,live_differs_from_snapshot_untracked,not_tracked_current_index,5a0bc99bac1b0970243bda909ba38468a6511478,5904cf67227d122d9e616be887f60bb1a97ef10b,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/benign_expanded.jsonl,datasets,data_or_benchmark,P2_untracked_intake_review,11535,11535,live_differs_from_snapshot_untracked,not_tracked_current_index,30fb2c043126e2982c15f759be3fe4097dec5b62,bfa575d38f88533b237127a47875c447d27a1f2c,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/benign_from_cyber.jsonl,datasets,data_or_benchmark,P2_untracked_intake_review,1680468,1680468,live_differs_from_snapshot_untracked,not_tracked_current_index,c78be32da6cb39b08587639bc1e531eae6a6bad6,3ae336a5f56d427655cb7fae7276ff40982b4426,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/combination_results.json,datasets,data_or_benchmark,P2_untracked_intake_review,2529,2529,live_differs_from_snapshot_untracked,not_tracked_current_index,d3eb0054e96fbd305d51720b31c86340ab605434,9ddb115adf5784c85dd9909d46d5c101a9f8ebf9,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/deep_search_results.json,datasets,data_or_benchmark,P2_untracked_intake_review,24147,24147,live_differs_from_snapshot_untracked,not_tracked_current_index,a7640b695154b9962c0e9ba66e6ffb69d4f801e9,ddc5613386c459bd4dc8c2ae1becfbf529872b80,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/ensemble_analysis_2026_06.json,datasets,data_or_benchmark,P2_untracked_intake_review,986,986,live_differs_from_snapshot_untracked,not_tracked_current_index,61b2633121d8d767d83582a6b170a143eebec0db,152d1a16e2bbc91f60a6cd71569ceb6b161733be,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/ernie/arena_metrics.json,datasets,data_or_benchmark,P2_untracked_intake_review,1536,1536,live_differs_from_snapshot_untracked,not_tracked_current_index,a6973df9f29cf9011d18ae33691ad353e1ef4d62,206e1c57b4b49fb6874facffde1cee5d6241b3ea,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/ernie/checkpoint_1.json,datasets,data_or_benchmark,P2_untracked_intake_review,465,465,live_differs_from_snapshot_untracked,not_tracked_current_index,80fb59eb01de0b852be4d4dd7b08a5b53fa21a6f,4ac7e164a575ea26d50c245b625c1d7d4bd4b06f,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/ernie/checkpoint_2.json,datasets,data_or_benchmark,P2_untracked_intake_review,386282,386282,live_differs_from_snapshot_untracked,not_tracked_current_index,993b092b80d82439e311bc47baf314557ecfb968,bdd45eefca399e207671033c77d7e9599d50b189,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/ernie/checkpoint_3.json,datasets,data_or_benchmark,P2_untracked_intake_review,804382,804382,live_differs_from_snapshot_untracked,not_tracked_current_index,37f4cec477909ae6bf3d2bf7d61b53bf3c0fcdd9,49ec552afb5428974c7afbe5abe9bc8e1e8e1d09,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/ernie/checkpoint_3_partial.json,datasets,data_or_benchmark,P2_untracked_intake_review,396096,396096,live_differs_from_snapshot_untracked,not_tracked_current_index,34d281d9e5355412710f612a21ffc79800ea6d01,1c60b7718c5cdf2dd1119dff37e89aee09e1fc25,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/ernie/checkpoint_4_final.json,datasets,data_or_benchmark,P2_untracked_intake_review,532,532,live_differs_from_snapshot_untracked,not_tracked_current_index,0c2a6b9e9b73e4cce4ff481471aa9b1e7eee846a,83a3a0070975b80eb7fb784c3181cec330827662,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/ernie/dice_probe_results.json,datasets,data_or_benchmark,P2_untracked_intake_review,4689,4689,live_differs_from_snapshot_untracked,not_tracked_current_index,a8f7dd4fefb7fed4d0de2362a14d0035fbc5ede6,0e035db560c0b983acf38228eba701a3a2966fde,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/ernie/dpo_fp_calibration.json,datasets,data_or_benchmark,P2_untracked_intake_review,6334,6334,live_differs_from_snapshot_untracked,not_tracked_current_index,4dec5d76316ba1becb5fde11ecd94fdb37162565,e1002e7be4d74e68a12b3df7c535bf6f79edbcb2,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/ernie/dpo_preference_dataset.json,datasets,data_or_benchmark,P2_untracked_intake_review,148249,148249,live_differs_from_snapshot_untracked,not_tracked_current_index,a411e2dfe78bc97755b8158a3fdacdef4ee637f5,501235dbf79cd0fd722c402c244de70c189faf2f,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/ernie/ernie_1000_guard_results.json,datasets,data_or_benchmark,P2_untracked_intake_review,347,347,live_differs_from_snapshot_untracked,not_tracked_current_index,bd41e6b6991bcaf5b5633e684a6a1e26be8627e4,0381531ea046d993eef24ceefec4746e96000e28,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/ernie/ollama_cache.json,datasets,data_or_benchmark,P2_untracked_intake_review,539430,539430,live_differs_from_snapshot_untracked,not_tracked_current_index,9c48fe6213dad2c24dce801dde71efdba9326fe5,f590bffe734019856b17fc112056b35b5c750ab4,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/guard_comparison_2026_06.json,datasets,data_or_benchmark,P2_untracked_intake_review,1479,1479,live_differs_from_snapshot_untracked,not_tracked_current_index,d427b3b56dc2935d1ec4c288e6205cfd0dcaffb0,9cf66f8d023a54e01ddbe2a24362891f3d32d5bd,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/guard_plane_ensemble_test.json,datasets,data_or_benchmark,P2_untracked_intake_review,590,590,live_differs_from_snapshot_untracked,not_tracked_current_index,f24221a90696fd9284215ba780ae30b09ff90b3d,6488c5f6e30720656d57eccede7e31cd04dee46c,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/guard_plane_results.json,datasets,data_or_benchmark,P2_untracked_intake_review,29967,29967,live_differs_from_snapshot_untracked,not_tracked_current_index,91b36cc96b66525229234bf580eead5e87ac80ee,1a02ab6514ce1d1c5c1614d04211d23a90a2c2db,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/sweep_results.json,datasets,data_or_benchmark,P2_untracked_intake_review,71290,71290,live_differs_from_snapshot_untracked,not_tracked_current_index,05b052d28829730ad02b38b85d2ccae0d36e8da7,69319c33f89425f8b8bb789d2a32a9bace9e3463,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/synthetic_benign_free.jsonl,datasets,data_or_benchmark,P2_untracked_intake_review,13610,13610,live_differs_from_snapshot_untracked,not_tracked_current_index,7fc60ac977cb3a44cf2963c003fb532d81acd121,fa5bcbbb6e86f4feb7f432a88c99ae52c9a06eb8,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/v7/v7_manifest.json,datasets,data_or_benchmark,P2_untracked_intake_review,1399,1399,live_differs_from_snapshot_untracked,not_tracked_current_index,763890c70399856045e11546351c71af2ae68c88,9b4900dacc2b1111b09d421d38788499e8a56e07,False
P2_knowledge_data,dataset_benchmark_registry_preserve_do_not_track_blindly,datasets/v7_dpo_pairs.jsonl,datasets,data_or_benchmark,P2_untracked_intake_review,595917,595917,live_differs_from_snapshot_untracked,not_tracked_current_index,9a039b341994df163799a6bb16cdc6cfe13bec4d,ace04b8e913968b6f2a2722db020702ba5f11899,False
